公司,證券代碼,證期會代碼,年月日,TSE 產業別,TEJ產業_名稱,TEJ產業_代碼,TEJ產業指數,收盤價(元),季別,每股盈餘,ROE－綜合損益,ROA－綜合損益,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率,date,Year,股價變化,股價變化率
1101 台泥,1101,1101,2023-03-31,1,水泥製造,M11A,TEJN01  傳產- 水泥,35.91,1.0,0.2,1.05,0.54,14.46,18.32,18.32,-20.02,26.34,17.41,17.41,-33.31,1.95,1.83,22.69,0.14,2023-03-31,2023,-1.6,-4.36
1103 嘉泥,1103,1103,2023-03-31,1,水泥製造,M11A,TEJN01  傳產- 水泥,18.31,1.0,0.03,4.47,2.73,27.08,309.15,309.15,43.91,149.69,133.51,133.51,58.14,-8.6,-13.2,-9.41,0.28,2023-03-31,2023,0.45,2.35
1104 環泥,1104,1104,2023-03-31,1,水泥製造,M11A,TEJN01  傳產- 水泥,24.49,1.0,0.42,2.52,1.96,19.79,17.92,17.92,12.89,-56.71,-59.69,-59.69,-23.47,4.46,4.86,-12.81,-1.47,2023-03-31,2023,-2.05,-7.17
1108 幸福,1108,1108,2023-03-31,1,水泥製造,M11A,TEJN01  傳產- 水泥,14.15,1.0,0.31,2.67,1.32,24.04,42.38,42.38,69.8,122.13,131.78,131.78,85.57,19.72,5.71,4.54,0.82,2023-03-31,2023,-0.93,-5.83
1109 信大,1109,1109,2023-03-31,1,水泥製造,M11A,TEJN01  傳產- 水泥,16.29,1.0,0.42,1.98,1.68,7.66,25.28,25.28,45.92,47.86,50.92,50.92,24.44,0.13,-3.02,0.18,0.48,2023-03-31,2023,-0.35,-1.9
1210 大成,1210,1210,2023-03-31,2,油脂飼料,M12B,TEJN02  傳產- 食品,49.64,1.0,0.9,3.82,1.83,5.87,24.57,24.57,66.37,28.59,41.47,41.47,309.87,2.36,8.62,12.48,0.6,2023-03-31,2023,2.5,4.71
1215 卜蜂,1215,1215,2023-03-31,2,油脂飼料,M12B,TEJN02  傳產- 食品,83.1,1.0,1.43,0.77,0.28,0.45,10.92,10.92,28.03,33.1,32.96,32.96,34.15,7.24,8.12,10.1,0.57,2023-03-31,2023,7.18,7.89
1216 統一,1216,1216,2023-03-31,2,飲料乳品,M12C,TEJN02  傳產- 食品,68.93,1.0,0.88,3.55,1.26,5.8,5.31,5.31,-14.76,20.8,19.63,19.63,15.4,5.15,3.37,0.69,0.35,2023-03-31,2023,-1.2,-1.66
1233 天仁,1233,1233,2023-03-31,2,其他食品,M12Z,TEJN02  傳產- 食品,33.43,1.0,0.35,-0.88,-0.55,14.66,15.91,15.91,205.04,82.5,80.71,80.71,80.78,-2.05,-6.48,1.39,0.66,2023-03-31,2023,0.15,0.42
1234 黑松,1234,1234,2023-03-31,2,飲料乳品,M12C,TEJN02  傳產- 食品,34.32,1.0,0.47,1.06,0.85,24.36,32.32,32.32,529.68,64.09,52.06,52.06,52.07,-0.38,-2.53,-0.68,0.29,2023-03-31,2023,-0.15,-0.39
1235 興泰,1235,1235,2023-03-31,2,油脂飼料,M12B,TEJN02  傳產- 食品,70.0,1.0,1.08,4.1,1.93,67.67,59.65,59.65,24.57,61.2,61.24,61.24,61.15,-23.7,-55.91,19.45,0.48,2023-03-31,2023,4.35,6.01
1264 德麥,1264,1264,2023-03-31,2,其他食品,M12Z,TEJN02  傳產- 食品,258.19,1.0,4.45,5.26,3.98,10.49,1.98,1.98,0.56,0.1,-1.38,-1.38,-2.31,5.18,4.52,0.39,-0.05,2023-03-31,2023,-2.5,-0.87
1268 漢來美食,1268,1268,2023-03-31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,136.5,1.0,3.01,8.72,2.69,24.99,33.87,33.87,200.88,193.83,197.34,197.34,194.01,37.74,-0.8,17.35,1.31,2023-03-31,2023,1.08,0.72
1319 東陽,1319,1319,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,44.15,1.0,0.83,2.54,1.85,11.43,50.01,50.01,170.5,61.67,64.42,64.42,75.6,-4.63,8.87,-6.68,0.37,2023-03-31,2023,12.2,19.71
1336 台翰,1336,1336,2023-03-31,28,電子零組件,M23D,TEJT14  電子- 電子零組件其他,26.24,1.0,0.2,0.63,0.4,8.97,3.42,3.42,-18.2,-25.89,-40.99,-40.99,-41.17,18.88,6.99,3.03,-0.21,2023-03-31,2023,-0.3,-1.35
1337 再生-KY,1337,1337,2023-03-31,3,塑膠製品,M13B,TEJN04  傳產- 塑膠製品,6.98,1.0,-0.33,-1.31,-1.27,4.04,7.14,7.14,8.22,8.36,8.36,8.36,8.36,-9.78,-10.34,-29.69,0.15,2023-03-31,2023,0.03,0.4
1342 八貫,1342,1342,2023-03-31,20,塑膠製品,M13B,TEJN04  傳產- 塑膠製品,155.0,1.0,1.49,5.51,3.35,3.46,16.58,16.58,21.63,5.09,0.55,0.55,0.68,24.44,6.28,26.38,0.07,2023-03-31,2023,9.5,9.18
1416 廣豐,1416,1416,2023-03-31,20,軟體服務,M23X,,10.45,1.0,-0.01,-0.57,-0.47,42.96,88.14,88.14,70.73,113.41,97.32,97.32,81.8,-4.04,-0.79,-32.25,0.79,2023-03-31,2023,0.0,0.0
1418 東華,1418,1418,2023-03-31,4,棉紡,M14B,TEJN05  傳產- 紡織,14.15,1.0,-0.42,-1.89,-0.56,93.51,188.33,188.33,19.87,16.4,16.4,16.4,-2.76,16.78,2.27,341.63,0.24,2023-03-31,2023,2.3,10.8
1419 新紡,1419,1419,2023-03-31,4,成衣,M14C,TEJN05  傳產- 紡織,41.4,1.0,0.3,1.85,1.31,10.61,24.54,24.54,428.68,-93.23,-93.66,-93.66,190.81,0.16,2.19,-28.59,-7.97,2023-03-31,2023,0.67,1.58
1432 大魯閣,1432,1432,2023-03-31,37,百貨批發,M29A,TEJN21  傳產- 百貨貿易,16.5,1.0,0.17,3.65,0.55,18.25,23.53,23.53,190.31,1030.88,1030.88,1030.88,1367.57,3.45,-2.21,1.49,0.39,2023-03-31,2023,0.0,0.0
1436 華友聯,1436,1436,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,52.27,1.0,-0.4,-1.26,-0.29,337.57,669.23,669.23,15.4,10.67,14.48,14.48,11.72,-7.37,-6.02,,0.07,2023-03-31,2023,1.4,2.2
1438 三地開發,1438,1438,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,32.1,1.0,0.23,1.04,0.25,1814813.33,249015.0,249015.0,1062.37,1793.34,1769.89,1769.89,1675.4,12.81,83.08,-99.2,0.35,2023-03-31,2023,0.34,1.16
1442 名軒,1442,1442,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,30.84,1.0,0.41,2.48,0.92,139.84,697.87,697.87,6151.26,1868.34,10789.23,10789.23,1564.87,12.7,6.0,-3.75,0.91,2023-03-31,2023,0.1,0.29
1445 大宇,1445,1445,2023-03-31,4,成衣,M14C,TEJN05  傳產- 紡織,16.32,1.0,0.12,0.84,0.65,14.9,122.94,122.94,364.51,1295.06,939.48,939.48,586.15,2.0,0.79,-8.68,0.81,2023-03-31,2023,0.6,3.03
1446 宏和,1446,1446,2023-03-31,4,成衣,M14C,TEJN05  傳產- 紡織,31.28,1.0,-0.09,-0.91,-0.28,14.21,49.68,49.68,6.74,-306.77,-300.43,-300.43,-255.81,6.49,-6.51,-25.24,-0.19,2023-03-31,2023,2.15,5.8
1449 佳和,1449,1449,2023-03-31,4,成衣,M14C,TEJN05  傳產- 紡織,15.25,1.0,0.21,1.87,0.49,0.38,36.3,36.3,104.38,120.47,128.44,128.44,23.3,-3.89,9.42,-3.96,0.22,2023-03-31,2023,2.9,16.76
1456 怡華,1456,1456,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,15.1,1.0,-0.63,-3.94,-0.54,7.07,55.59,55.59,142.95,-47.57,-47.58,-47.58,-54.02,53.5,-13.76,-12.72,0.07,2023-03-31,2023,-0.1,-0.6
1465 偉全,1465,1465,2023-03-31,4,成衣,M14C,TEJN05  傳產- 紡織,13.51,1.0,0.02,0.15,0.12,0.3,57.84,57.84,80.13,-81.21,-84.51,-84.51,-89.13,3.73,-0.25,10.23,-0.6,2023-03-31,2023,-0.45,-3.32
1475 業旺,1475,1475,2023-03-31,4,成衣,M14C,TEJN05  傳產- 紡織,56.16,1.0,2.52,6.28,5.02,27.48,34.17,34.17,40.06,-5.19,-4.18,-4.18,-4.18,35.74,39.55,-58.55,-0.22,2023-03-31,2023,2.99,5.92
1503 士電,1503,1503,2023-03-31,5,電機製品,M15B,TEJN07  傳產- 電機及家電,79.02,1.0,1.52,6.28,3.7,15.92,15.72,15.72,23.3,11.91,10.56,10.56,10.5,12.83,8.62,2.07,0.18,2023-03-31,2023,-11.5,-9.13
1504 東元,1504,1504,2023-03-31,5,電機製品,M15B,TEJN07  傳產- 電機及家電,41.31,1.0,0.78,9.66,6.55,7.22,19.21,19.22,47.52,173.45,283.87,283.87,19.35,8.66,11.94,17.62,1.04,2023-03-31,2023,-1.05,-2.06
1512 瑞利,1512,1512,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,13.4,1.0,0.0,0.45,0.07,108.83,4243.2,4243.2,79.33,104.36,100.94,100.94,100.26,32.03,263.39,-54.03,2.19,2023-03-31,2023,-0.1,-0.81
1513 中興電,1513,1513,2023-03-31,5,電機製品,M15B,TEJN07  傳產- 電機及家電,92.26,1.0,1.56,9.97,3.45,23.23,23.27,23.27,38.11,30.81,30.68,30.68,25.32,5.07,26.04,-2.92,0.51,2023-03-31,2023,-8.0,-7.17
1514 亞力,1514,1514,2023-03-31,5,電機製品,M15B,TEJN07  傳產- 電機及家電,38.05,1.0,0.6,3.26,1.26,24.38,8.97,8.91,33.73,13.84,12.04,12.04,13.65,26.51,8.15,28.34,0.21,2023-03-31,2023,-3.27,-6.13
1519 華城,1519,1519,2023-03-31,5,電機製品,M15B,TEJN07  傳產- 電機及家電,68.48,1.0,0.79,5.04,1.68,10.4,87.51,87.51,690.23,2021.04,1765.19,1765.19,1765.35,19.91,11.62,-1.54,1.92,2023-03-31,2023,46.0,21.75
1522 堤維西,1522,1522,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,28.43,1.0,0.65,1.03,0.37,2.23,23.62,23.63,81.98,-23.52,-26.85,-26.85,-14.69,-1.47,7.48,-0.45,-0.15,2023-03-31,2023,12.95,42.05
1524 耿鼎,1524,1524,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,25.07,1.0,0.26,1.86,0.88,5.6,24.83,24.83,61.91,-24.13,-24.76,-24.76,-25.15,-8.34,6.51,-6.1,-0.32,2023-03-31,2023,4.7,22.76
1525 江申,1525,1525,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,62.29,1.0,2.63,4.52,3.75,49.57,112.74,112.74,549.83,192.05,217.62,217.62,217.81,4.91,4.03,11.72,2.4,2023-03-31,2023,-5.3,-6.21
1528 恩德,1528,1528,2023-03-31,5,機械業,M15A,TEJN06  傳產- 工具機,11.0,1.0,0.07,0.8,0.37,16.3,17.91,17.91,220.64,-32.4,-46.48,-46.48,-50.62,1.97,7.49,,-0.03,2023-03-31,2023,-0.2,-1.61
1529 樂事綠能,1529,1529,2023-03-31,5,電機製品,M15B,TEJN07  傳產- 電機及家電,26.98,1.0,0.32,2.57,1.45,297.64,131.43,131.14,260.21,8848.01,162958.62,162958.62,430.4,20.62,7.01,33.81,1.71,2023-03-31,2023,-5.9,-15.95
1536 和大,1536,1536,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,70.3,1.0,0.3,0.92,0.36,8.12,15.21,15.21,380.18,201.47,192.71,192.71,175.25,8.07,3.1,6.28,0.37,2023-03-31,2023,2.6,4.13
1580 新麥,1580,1580,2023-03-31,5,儀器設備,M15H,,96.74,1.0,2.31,4.88,3.44,10.84,34.83,34.83,116.54,79.43,106.34,106.34,106.85,-2.53,-1.71,5.82,1.8,2023-03-31,2023,5.5,4.45
1584 精剛,1584,1584,2023-03-31,20,金屬基本,M20A,TEJN14  傳產- 鋼鐵,29.27,1.0,0.33,2.95,1.52,87.74,21.95,21.95,3.11,54.44,50.96,50.96,-21.73,47.11,57.14,55.01,0.71,2023-03-31,2023,2.65,8.4
1589 永冠-KY,1589,1589,2023-03-31,5,機械業,M15A,TEJN06  傳產- 工具機,78.3,1.0,0.62,1.27,0.49,22.31,116.41,116.41,186.05,142.11,135.15,135.15,123.25,15.99,-2.72,30.09,1.31,2023-03-31,2023,1.1,2.02
1590 亞德客-KY,1590,1590,2023-03-31,5,機械業,M15A,TEJN06  傳產- 工具機,1185.0,1.0,8.11,4.63,3.26,6.1,11.67,11.67,13.0,-4.74,-3.31,-3.31,13.92,14.49,7.9,9.23,0.04,2023-03-31,2023,71.0,8.0
1593 祺驊,1593,1593,2023-03-31,37,其他電製品,M15Z,TEJN07  傳產- 電機及家電,68.2,1.0,0.26,1.76,1.14,39.41,74.41,74.41,209.58,0.07,18.05,18.05,17.06,26.62,13.92,56.75,0.27,2023-03-31,2023,-5.2,-7.53
1603 華電,1603,1603,2023-03-31,6,電線,M16,TEJN08  傳產- 電線,27.25,1.0,0.41,1.76,1.11,23.79,11.17,11.17,33.61,41.58,46.96,46.96,45.25,4.66,1.08,-2.34,0.27,2023-03-31,2023,-1.52,-4.41
1615 大山,1615,1615,2023-03-31,6,電線,M16,TEJN08  傳產- 電線,32.91,1.0,0.67,5.49,3.74,4.17,30.07,30.07,40.06,-7.39,-7.48,-7.48,59.34,3.25,4.04,20.28,-0.15,2023-03-31,2023,1.03,2.88
1616 億泰,1616,1616,2023-03-31,6,電線,M16,TEJN08  傳產- 電線,8.77,1.0,0.09,0.96,0.49,3.45,31.99,31.99,61.45,180.79,104.03,104.03,326.11,-4.59,3.75,-0.99,0.44,2023-03-31,2023,-0.3,-2.7
1618 合機,1618,1618,2023-03-31,6,電線,M16,TEJN08  傳產- 電線,16.52,1.0,0.28,3.17,2.76,15.07,24.74,24.74,41.96,-17.44,-17.68,-17.68,57.01,11.0,2.89,-9.23,-0.24,2023-03-31,2023,3.85,15.49
1701 中化,1701,1701,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,25.18,1.0,0.34,4.48,2.64,5.86,17.11,17.11,56.91,39.87,12.22,12.22,23.51,3.42,4.09,-1.31,0.13,2023-03-31,2023,0.1,0.43
1707 葡萄王,1707,1707,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,172.98,1.0,1.89,3.65,2.75,8.14,8.94,8.99,13.38,14.0,13.62,13.62,13.42,7.64,6.7,3.79,0.34,2023-03-31,2023,-1.5,-0.94
1718 中纖,1718,1718,2023-03-31,21,石化,M13A,TEJN03  傳產- 塑膠原料,8.32,1.0,-0.34,1.66,0.15,16.7,9.49,9.49,4.66,-13.3,-17.75,-17.75,-9.81,3.14,4.85,17.7,-0.01,2023-03-31,2023,0.0,0.0
1720 生達,1720,1720,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,53.12,1.0,1.18,4.32,2.87,20.68,31.41,31.41,63.59,24.65,27.03,27.03,24.94,10.1,9.16,32.24,0.66,2023-03-31,2023,3.4,5.4
1726 永記,1726,1726,2023-03-31,21,染料及顏料,M17B,TEJN11  傳產- 其他化學,69.45,1.0,1.3,2.46,2.09,0.1,2.27,2.27,5.25,-3.74,-3.4,-3.4,-2.66,0.46,2.47,2.02,-0.04,2023-03-31,2023,0.2,0.27
1731 美吾華,1731,1731,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,18.77,1.0,0.4,2.89,2.25,1.94,0.71,0.71,1.39,5.05,6.33,6.33,6.25,-0.68,0.03,81.3,0.08,2023-03-31,2023,0.55,2.68
1734 杏輝,1734,1734,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,30.03,1.0,0.48,2.26,1.21,15.28,10.47,10.47,42.81,42.61,57.2,57.2,55.56,-6.1,4.15,-4.23,0.36,2023-03-31,2023,-0.3,-0.9
1752 南光,1752,1752,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,57.85,1.0,0.93,3.82,2.6,52.52,69.61,69.61,212.43,131.72,129.08,129.08,165.86,6.91,9.81,-5.45,1.52,2023-03-31,2023,1.7,3.1
1762 中化生,1762,1762,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,77.4,1.0,2.31,6.45,4.44,44.55,32.78,32.78,40.15,34.05,40.29,40.29,31.16,9.5,14.51,3.55,1.3,2023-03-31,2023,-4.6,-6.93
1777 生泰,1777,1777,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,80.27,1.0,1.47,3.03,2.34,36.4,137.5,137.5,359.73,29.81,20.1,20.1,20.59,0.83,4.55,63.36,0.54,2023-03-31,2023,3.3,3.86
1783 和康生,1783,1783,2023-03-31,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,55.7,1.0,0.52,3.37,3.02,16.04,46.94,46.94,184.74,108.45,116.33,116.33,52.64,17.08,15.28,-4.46,1.58,2023-03-31,2023,2.71,4.99
1784 訊聯,1784,1784,2023-03-31,22,生物科技,M17H,TEJN09  傳產- 西藥,46.95,1.0,0.49,1.97,1.41,12.15,17.59,17.59,155.86,109.49,105.25,105.25,76.69,2.64,-0.79,-4.34,0.71,2023-03-31,2023,-0.49,-0.75
1786 科妍,1786,1786,2023-03-31,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,64.43,1.0,0.5,2.12,1.55,19.94,34.88,34.88,156.58,69.43,21.54,21.54,23.09,7.5,6.95,-3.77,0.31,2023-03-31,2023,8.0,10.03
1795 美時,1795,1795,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,248.08,1.0,4.58,7.97,3.7,43.1,97.53,97.53,166.85,155.62,167.63,167.63,184.89,28.01,21.75,27.74,2.91,2023-03-31,2023,-17.0,-6.45
1796 金穎生技,1796,1796,2023-03-31,2,藥,M17C,TEJN09  傳產- 西藥,92.49,1.0,0.73,3.75,2.56,27.69,38.25,38.25,77.15,52.81,48.61,48.61,48.61,9.59,5.44,59.85,1.21,2023-03-31,2023,0.2,0.22
1799 易威,1799,1799,2023-03-31,22,藥,M17C,TEJN09  傳產- 西藥,19.95,1.0,-0.43,-7.23,-4.68,5.41,53.73,53.73,11.16,5.14,5.14,5.14,5.15,-10.02,-17.32,-4.17,0.17,2023-03-31,2023,-0.85,-3.87
1808 潤隆,1808,1808,2023-03-31,14,建設,M25A,TEJN17  傳產- 營建,70.2,1.0,1.89,13.71,1.75,404.66,737.63,737.63,1458.21,2065.21,1959.53,1959.53,1959.53,22.89,11.8,,1.7,2023-03-31,2023,5.9,6.89
2013 中鋼構,2013,2013,2023-03-31,10,金屬基本,M20A,TEJN14  傳產- 鋼鐵,57.07,1.0,0.48,2.08,0.83,8.4,9.3,9.3,14.37,-9.54,-11.4,-11.4,-11.4,-8.51,0.7,12.78,-0.05,2023-03-31,2023,0.0,0.0
2020 美亞,2020,2020,2023-03-31,10,金屬基本,M20A,TEJN14  傳產- 鋼鐵,22.64,1.0,0.75,5.42,2.31,2.48,113.78,112.84,53.43,8.47,-6.86,-6.86,-7.7,-7.36,-17.73,8.82,-0.14,2023-03-31,2023,2.75,10.62
2065 世豐,2065,2065,2023-03-31,10,金屬基本,M20A,TEJN14  傳產- 鋼鐵,59.5,1.0,1.68,7.19,3.69,3.4,11.37,11.37,23.08,5.07,4.98,4.98,2.03,-6.59,-5.82,13.94,0.17,2023-03-31,2023,1.7,3.05
2066 世德,2066,2066,2023-03-31,5,汽車組件,M15D,TEJN16  傳產- 汽車,87.6,1.0,2.05,4.74,2.69,10.13,25.08,25.08,111.22,49.1,43.77,43.77,37.93,7.81,36.64,-3.04,0.84,2023-03-31,2023,8.56,10.85
2067 嘉鋼,2067,2067,2023-03-31,5,機械業,M15A,TEJN06  傳產- 工具機,11.05,1.0,0.01,-0.67,-0.16,9.4,12.24,12.24,54.59,319.39,65.7,65.7,-291.39,1.87,-7.97,-1.15,0.9,2023-03-31,2023,-0.4,-2.99
2070 精湛,2070,2070,2023-03-31,5,儀器設備,M15H,,35.88,1.0,0.1,0.44,0.3,9.3,24.62,24.62,3242.64,-80.5,-88.24,-88.24,-91.5,-14.16,-6.4,-10.31,-2.19,2023-03-31,2023,-0.4,-1.32
2201 裕隆,2201,2201,2023-03-31,12,汽車製造,M22A,TEJN16  傳產- 汽車,73.97,1.0,1.23,3.28,0.67,0.08,6.07,6.09,-3.39,-23.26,-27.93,-27.93,-28.19,9.8,1.23,,-0.17,2023-03-31,2023,9.54,13.0
2204 中華,2204,2204,2023-03-31,12,汽車製造,M22A,TEJN16  傳產- 汽車,61.17,1.0,2.71,4.63,3.45,25.36,23.14,22.56,22.06,13.36,16.9,16.9,17.99,-15.86,-27.28,,0.45,2023-03-31,2023,12.3,14.5
2206 三陽工業,2206,2206,2023-03-31,12,機車船製造,M22B,TEJN16  傳產- 汽車,38.09,1.0,1.71,7.24,2.64,37.42,47.94,47.94,95.8,46.66,36.5,36.5,93.43,17.69,18.62,6.4,0.77,2023-03-31,2023,1.3,1.78
2207 和泰車,2207,2207,2023-03-31,12,汽車買賣,M22X,TEJN16  傳產- 汽車,627.7,1.0,9.27,8.95,1.54,11.55,23.34,22.75,29.98,10.78,12.96,12.96,12.91,15.8,-17.82,11.22,0.37,2023-03-31,2023,-21.0,-2.98
2228 劍麟,2228,2228,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,81.44,1.0,1.25,2.69,1.9,4.4,19.55,19.55,77.39,35.95,35.19,35.19,52.89,2.26,7.95,-4.61,0.34,2023-03-31,2023,14.6,17.0
2231 為升,2231,2231,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,182.0,1.0,1.25,2.62,1.41,25.36,28.03,28.03,112.89,16.35,-5.4,-5.4,-7.1,3.13,9.33,-0.6,-0.02,2023-03-31,2023,7.98,5.87
2236 百達-KY,2236,2236,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,38.55,1.0,0.7,3.52,1.99,27.78,47.24,47.24,504.52,254.61,399.54,399.54,3987.4,-5.03,-2.27,-8.9,1.25,2023-03-31,2023,15.65,25.56
2239 英利-KY,2239,2239,2023-03-31,12,汽車組件,M15D,TEJN16  傳產- 汽車,72.39,1.0,-0.5,0.22,0.09,7.28,24.63,24.63,175.81,64.48,-3.77,-3.77,-14.14,12.26,-2.86,12.09,0.13,2023-03-31,2023,-0.4,-0.63
2247 汎德永業,2247,2247,2023-03-31,12,汽車買賣,M22X,TEJN16  傳產- 汽車,247.98,1.0,5.03,3.43,1.82,26.44,11.76,11.76,25.58,27.02,26.44,26.44,26.44,7.86,-5.05,6.33,0.27,2023-03-31,2023,2.5,0.8
2308 台達電,2308,2308,2023-03-31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,292.53,1.0,2.66,3.35,1.8,12.5,13.57,13.57,12.55,16.63,16.69,16.69,22.22,14.02,17.01,14.52,0.41,2023-03-31,2023,-11.5,-3.27
2314 台揚,2314,2314,2023-03-31,27,通訊設備,M23K,TEJT15  電子- 網通,42.8,1.0,-0.26,-2.78,-0.89,28.88,88.16,88.16,68.24,58.54,55.53,55.53,45.59,-8.57,-15.41,6.75,1.39,2023-03-31,2023,0.2,0.51
2317 鴻海,2317,2317,2023-03-31,31,PC系統,M23A,TEJT01  電子- PC,99.21,1.0,0.93,1.56,0.65,3.9,4.21,4.21,10.51,-44.75,-54.07,-54.07,-52.34,-6.01,1.11,15.18,-0.15,2023-03-31,2023,-1.0,-0.93
2328 廣宇,2328,2328,2023-03-31,28,電子零組件,M23D,TEJT10  電子- 連接器,39.25,1.0,0.57,3.81,2.3,1.99,32.9,32.9,47.07,18.74,20.47,20.47,22.4,7.1,9.77,25.03,0.39,2023-03-31,2023,0.69,1.84
2330 台積電,2330,2330,2023-03-31,24,半導體,M23G,TEJT16  電子- 晶圓製造,530.52,1.0,7.98,6.73,4.07,3.58,4.87,4.87,3.33,7.69,2.01,2.01,1.24,26.38,33.23,34.65,0.08,2023-03-31,2023,19.01,3.53
2332 友訊,2332,2332,2023-03-31,27,網路設備,M23E,TEJT15  電子- 網通,18.01,1.0,0.23,0.66,0.41,6.01,33.11,33.11,290.41,215.7,209.42,209.42,222.95,8.27,8.12,-1.25,2.15,2023-03-31,2023,-0.15,-0.71
2345 智邦,2345,2345,2023-03-31,27,網路設備,M23E,TEJT15  電子- 網通,312.94,1.0,3.65,9.81,4.58,25.15,44.64,44.64,71.3,59.55,58.26,58.26,59.47,26.43,32.44,32.54,1.67,2023-03-31,2023,119.0,30.99
2349 錸德,2349,2349,2023-03-31,26,光電/ IO,M23C,TEJT05  電子- PC週邊,8.94,1.0,-0.14,0.31,0.17,10.23,36.1,36.1,42.85,15.78,40.73,40.73,-5.97,-3.5,-0.6,-6.34,0.17,2023-03-31,2023,-0.12,-1.4
2364 倫飛,2364,2364,2023-03-31,25,PC系統,M23A,TEJT01  電子- PC,103.5,1.0,0.76,5.28,1.49,30.63,61.76,61.76,241.24,70.4,71.26,71.26,71.26,3.71,19.48,,0.7,2023-03-31,2023,32.2,41.39
2373 震旦行,2373,2373,2023-03-31,31,資訊通路,M23T,TEJT20  電子- 資訊通路,74.86,1.0,0.87,3.46,1.6,0.07,1.92,1.86,-15.5,-15.56,-13.59,-13.59,-14.57,-0.16,-15.73,16.33,-0.15,2023-03-31,2023,0.3,0.4
2390 云辰,2390,2390,2023-03-31,31,光電/ IO,M23C,TEJT09  電子- 其他光電,12.45,1.0,-0.45,-3.38,-2.85,11.34,35.32,35.32,107.22,9.0,10.85,10.85,36.98,-28.5,-33.2,-8.69,0.19,2023-03-31,2023,1.35,11.2
2392 正崴,2392,2392,2023-03-31,28,電子零組件,M23D,TEJT10  電子- 連接器,39.25,1.0,-1.32,-1.95,-0.74,4.91,19.3,19.3,528.75,-359.28,-500.4,-500.4,-500.57,3.35,6.28,-11.39,-0.7,2023-03-31,2023,0.8,1.9
2395 研華,2395,2395,2023-03-31,25,主機板,M23B,TEJT02  電子- 主機板,329.47,1.0,3.8,7.31,4.52,7.92,12.24,12.24,16.15,16.11,15.06,15.06,8.53,13.71,11.25,7.74,0.6,2023-03-31,2023,6.0,1.74
2402 毅嘉,2402,2402,2023-03-31,28,主機板,M23B,TEJT03  電子- PCB,26.65,1.0,0.13,0.9,0.55,9.76,6.18,6.18,-11.86,-36.35,-34.36,-34.36,-16.41,1.16,-0.21,-4.09,-0.26,2023-03-31,2023,6.33,17.64
2404 漢唐,2404,2404,2023-03-31,31,電子設備,M23H,TEJT18  電子- 電子設備,197.05,1.0,6.01,10.23,2.9,168.81,94.76,94.76,114.41,121.5,109.48,109.48,63.87,33.09,13.75,11.14,1.81,2023-03-31,2023,13.0,5.82
2412 中華電,2412,2412,2023-03-31,27,通訊設備,M23K,TEJT19  電子- 電信業,114.87,1.0,1.24,2.6,1.98,5.69,4.98,4.98,4.41,5.02,5.13,5.13,4.58,1.19,0.78,1.56,0.13,2023-03-31,2023,0.5,0.43
2413 環科,2413,2413,2023-03-31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,34.4,1.0,0.31,2.26,0.85,38.72,38.13,38.13,199.48,8.93,40.18,40.18,11.98,8.33,12.71,-5.42,0.25,2023-03-31,2023,0.45,1.58
2423 固緯,2423,2423,2023-03-31,31,電子零組件,M23D,TEJT11  電子- 電源供應器,30.35,1.0,0.56,3.44,2.25,2.58,1.93,1.93,0.94,-12.9,-12.48,-12.48,-13.33,3.08,4.88,-3.41,-0.27,2023-03-31,2023,0.65,1.91
