證券代碼,年月日,收盤價(元),季別,市值(百萬元),每股盈餘,ROE－綜合損益,營業毛利,營業收入淨額,營業費用,營業利益,營業毛利率,營業利益率,營業費用率,營收成長率,營業毛利成長率,營業利益成長率,營收變動率,營業利益變動率,流動比率,速動比率,負債比率,等級,評鑑結果,屆次
2886 兆豐金,2021/12/30,33.3711,4,"483,474",0.44,1.52,,"15,065,756","7,369,612",,,,48.92,0.68,,,-5.37,,,,92.12,A,6%至20%,8
2887 台新金,2021/12/30,16.2745,4,"216,208",0.18,1.64,,"16,493,064","7,617,307",,,,46.18,58.91,,,-14.21,,,,92.12,A,6%至20%,8
2888 新光金,2021/12/30,10.5592,4,"156,313",0.08,4.99,,"46,230,660","8,541,005",,,,18.47,-8.81,,,-16.81,,,,94.38,A,6%至20%,8
2889 國票金,2021/12/30,14.4792,4,"48,110",0.27,1.52,,"2,455,762","1,259,835",,,,51.3,5.64,,,0.54,,,,87.37,B,21%至35%,8
2890 永豐金,2021/12/30,15.133,4,"182,028",0.3,1.96,,"10,555,901","6,014,764",,,,56.98,9.81,,,-13.79,,,,93.17,A+,前5%,8
2891 中信金,2021/12/30,23.6179,4,"505,947",0.4,3.75,,"49,667,271","19,247,539",,,,38.75,45.69,,,-2.21,,,,93.61,A+,前5%,8
2892 第一金,2021/12/30,23.1273,4,"317,622",0.25,0.67,,"15,207,185","7,422,148",,,,48.81,-5.9,,,-5.28,,,,94,A+,前5%,8
2897 王道銀行,2021/12/30,7.4223,4,"21,864",0.14,1,,"2,275,545","1,107,519",,,,48.67,11.06,,,-3.45,,,,90.41,A+,前5%,8
5876 上海商銀,2021/12/30,43.0633,4,"211,756",0.75,0.94,,"8,844,466","3,461,593",,,,39.14,0.63,,,-11.14,,,,90.22,A,6%至20%,8
5878 台名,2021/12/30,42.1107,4,"1,186",1.02,5.06,"54,765","217,253","23,715","31,050",25.21,14.29,10.92,1.15,-2.37,-2.09,16.91,149.88,252.63,223.46,26.62,A,6%至20%,8
5880 合庫金,2021/12/30,23.8337,4,"346,143",0.34,0.88,,"12,856,528","7,941,833",,,,61.77,-5.76,,,-14.84,,,,94.52,A+,前5%,8
3592 瑞鼎,2021/12/30,,4,,18.22,15.97,"3,031,386","6,660,021","1,592,265","1,439,121",45.52,21.61,23.91,56.6,143.89,167.41,-1.15,-3.01,195.57,155.87,52.96,,,
4923 力士,2021/12/30,,4,,1.62,7.49,"87,736","275,875","38,561","49,175",31.8,17.83,13.98,10.99,64.39,97.12,-5.24,-11.62,368.43,280.07,29.37,,,
4951 精拓科,2021/12/30,,4,,0.66,1.22,"103,213","146,244","50,514","52,699",70.58,36.03,34.54,,,,1.29,10.1,421.33,356.43,19.14,,,
6693 廣閎科,2021/12/30,,4,,1.08,8.74,"103,216","345,334","50,412","52,804",29.89,15.29,14.6,46.11,109.89,344.22,9.16,22.85,169.47,101.48,58.29,,,
6695 芯鼎,2021/12/30,,4,,0.37,2.56,"141,579","309,232","115,465","26,114",45.78,8.44,37.34,,,,-11.68,-48.11,515.23,315.71,26.85,,,
6708 天擎,2021/12/30,,4,,-0.03,-0.4,"37,410","65,082","38,350",-940,57.48,-1.44,58.93,,,,-28.92,-108.11,380.3,291.67,33.09,,,
6719 力智,2021/12/30,,4,,4.35,11.42,"707,081","1,670,829","308,770","398,311",42.32,23.84,18.48,49.38,83.61,183.21,-0.06,-11.73,239.26,149.61,38.84,,,
6789 采鈺,2021/12/30,,4,,1.78,6.01,"897,409","2,382,157","253,797","651,087",37.67,27.33,10.65,35.1,37.53,31.79,-16.57,-36.18,190.5,174.79,40.91,,,
6799 來頡,2021/12/30,,4,,2.42,13.94,"164,717","318,076","50,620","114,097",51.79,35.87,15.91,45.74,54.38,68.54,21.76,27.83,274.09,219.94,33.93,,,
6823 濾能,2021/12/30,,4,,1.91,9.84,"79,467","268,639","36,060","43,407",29.58,16.16,13.42,72.95,40.13,60.55,18.76,21.11,178.47,92.55,48.46,,,
8227 巨有科技,2021/12/30,,4,,0.44,4.54,"46,553","148,364","28,504","18,049",31.38,12.17,19.21,,,,-1.61,-45.2,227.63,167.88,37.57,,,
2302 麗正,2021/9/30,14.7291,3,"2,694",0.2,1.48,"73,464","203,422","41,042","32,422",36.11,15.94,20.18,0.35,-13.63,-33.32,3.76,3.52,182.54,127.51,18.82,,,
2303 聯電,2021/9/30,56.0346,3,"795,089",1.43,6.82,"20,544,011","55,906,677","6,635,817","15,135,136",36.75,27.07,11.87,24.6,110.29,112.19,9.82,33.78,250.28,219.03,39.92,,,
2329 華泰,2021/9/30,22.9711,3,"14,143",0.52,4.11,"687,425","3,949,810","278,257","409,168",17.4,10.36,7.04,21.01,170.77,652.66,-4.79,-25.09,149.34,106.39,45.68,,,
2330 台積電,2021/9/30,559.2093,3,"15,039,621",6.03,7.65,"212,746,195","414,670,379","41,649,916","171,003,548",51.3,41.24,10.04,16.34,11.69,13.97,11.43,17.39,209.06,177.4,37.63,,,
2337 旺宏,2021/9/30,32.7904,3,"68,395",2.94,14.36,"6,420,587","14,974,374","2,923,637","3,496,950",42.88,23.35,19.52,36.67,63.22,86.97,31.05,51.7,173.37,111.62,41.61,,,
2338 光罩,2021/9/30,74.0758,3,"19,838",2.81,12.32,"366,237","1,610,410","205,471","160,766",22.74,9.98,12.76,39.86,44.45,13.86,7.93,456.94,116.03,107.17,68.93,,,
2340 台亞,2021/9/30,29.7222,3,"14,233",0.62,2.9,"616,134","1,809,464","281,820","334,314",34.05,18.48,15.57,8.64,24.25,36.3,30.75,52.33,311.58,266,24.14,,,
2342 茂矽,2021/9/30,43.8846,3,"7,378",0.61,4.34,"157,225","532,465","59,306","97,919",29.53,18.39,11.14,8.77,25.19,30.06,11.33,64.71,395.78,362,39.2,,,
2344 華邦電,2021/9/30,25.513,3,"105,470",1.13,0.25,"12,097,191","27,014,730","6,148,748","5,948,443",44.78,22.02,22.76,68.49,179.83,"5,185.48",7.06,28.69,222.06,164.52,40.97,,,
2351 順德,2021/9/30,119.4722,3,"23,041",1.3,3.98,"554,938","2,900,548","224,713","330,225",19.13,11.38,7.75,36.08,57.25,95.36,4.91,-2.95,194.84,80.4,48.18,,,
2363 矽統,2021/9/30,21.0173,3,"17,241",0.62,18.65,"27,974","72,830","120,787","-92,813",38.41,-127.44,165.85,90.85,668.94,44.32,21.57,-1.75,240.54,218.84,2.61,,,
